id,attributes
2509cd9f-5aa4-4106-8db4-f426b2bc9d65,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""casual"", ""color"": ""light grey"", ""fit"": ""regular"", ""description"": ""Light grey performance pants.""}"
e41ee62d-cea8-46d0-a7f5-ce07edbc471e,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""techwear"", ""color"": ""black"", ""details"": [""cargo""], ""description"": ""Black techwear cargo pants.""}"
186fa4e0-101b-4110-8bcc-179d649d7585,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""techwear"", ""color"": ""black"", ""details"": [""straps""], ""description"": ""Black strap detail cargo pants.""}"
a90e8082-33e6-4e51-bb0c-6cf4242652e1,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""techwear"", ""color"": ""black"", ""fit"": ""tapered"", ""description"": ""Black tapered techwear pants.""}"
4db7944a-1ce7-4227-a481-2d91ba4e5529,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""techwear"", ""color"": ""camo"", ""pattern"": ""camo"", ""description"": ""Camo techwear snowboard pants.""}"
dd556137-367e-4b40-aaa7-6cfec0300354,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""techwear"", ""color"": ""black"", ""fit"": ""jogger"", ""description"": ""Black techwear joggers.""}"
8d877bbb-8c07-40cd-95e9-d352350d3f5e,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""khaki"", ""fit"": ""slim"", ""description"": ""Slim fit khaki tech chinos.""}"
e7a4c20a-4fc8-46f9-a191-ceb67d6b81d2,"{""type"": ""jeans"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""blue"", ""fit"": ""regular"", ""description"": ""Dark wash regular fit jeans.""}"
169cb0a6-5d94-42ec-ba36-55f0415499f1,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""grey"", ""fit"": ""slim"", ""description"": ""Grey commuter pants.""}"
13e669eb-aab0-4fed-baf2-c7689296a152,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""olive"", ""fit"": ""regular"", ""description"": ""Olive green utility pants.""}"
310d1d06-55e9-4bca-b039-fd53315dca32,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""navy"", ""fit"": ""slim"", ""description"": ""Navy tech fabric pants.""}"
6f19c22a-b089-413e-8bbf-52d94fbfb1ef,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""black"", ""fit"": ""regular"", ""description"": ""Black everyday chinos.""}"
cddfe978-5498-4a51-a9d2-7286dac284a6,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""grey"", ""fit"": ""jogger"", ""description"": ""Grey tailored joggers.""}"
574e2744-37d7-4bad-bffa-652c318805bd,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""black"", ""details"": [""cargo""], ""description"": ""Black modern cargo pants.""}"
09a0dcb8-797f-4ecf-bd52-50c7140cfba2,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""black"", ""fit"": ""tapered"", ""description"": ""Black tapered cargo pants.""}"
d3dba57c-dd80-41c2-b1aa-f090e0e265d8,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""tech-bro"", ""color"": ""beige"", ""fit"": ""regular"", ""description"": ""Beige commuter trousers.""}"
3b18557b-ba93-4ca2-a68b-b8d6ec154f2d,"{""type"": ""pants"", ""gender_target"": ""female"", ""style"": ""teacher"", ""color"": ""black"", ""fit"": ""straight"", ""description"": ""Black straight leg slacks.""}"
bf2f9cf9-8da0-488a-9d79-8485c32f9e95,"{""type"": ""pants"", ""gender_target"": ""female"", ""style"": ""teacher"", ""color"": ""navy"", ""fit"": ""slim"", ""description"": ""Navy ankle pants.""}"
89018919-e41f-44b7-a0b3-a339c59b6e72,"{""type"": ""pants"", ""gender_target"": ""female"", ""style"": ""teacher"", ""color"": ""grey"", ""pattern"": ""plaid"", ""description"": ""Grey plaid trousers.""}"
148928c9-a5ab-4e2f-96c4-a0c0bcafe37c,"{""type"": ""pants"", ""gender_target"": ""female"", ""style"": ""teacher"", ""color"": ""khaki"", ""fit"": ""regular"", ""description"": ""Khaki work pants.""}"
51cdc862-1687-4378-a333-6b3674fd6872,"{""type"": ""pants"", ""gender_target"": ""female"", ""style"": ""teacher"", ""color"": ""blue-grey"", ""fit"": ""wide"", ""description"": ""Blue-grey wide leg pants.""}"
57243127-e415-47f5-acdb-b2c046d2f413,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""teacher"", ""color"": ""khaki"", ""fit"": ""regular"", ""description"": ""Dickies 874 khaki pants.""}"
7bb19afd-8694-49f8-8174-d5b68c75f2b7,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""teacher"", ""color"": ""navy"", ""fit"": ""regular"", ""description"": ""Navy work trousers.""}"
ddfb3e7d-db5e-487e-9189-606962b2ea1a,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""teacher"", ""color"": ""chocolate"", ""fit"": ""regular"", ""description"": ""Bitter chocolate dress pants.""}"
447e3372-254a-4ce6-9c65-a4390304ae26,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""teacher"", ""color"": ""black"", ""fit"": ""slim"", ""description"": ""Slim black trousers.""}"
afeeccf3-d65b-49f2-97a4-ea09b7817f02,"{""type"": ""jeans"", ""gender_target"": ""male"", ""style"": ""rapper"", ""color"": ""blue"", ""fit"": ""baggy"", ""description"": ""Baggy blue denim jeans.""}"
aa203d10-feea-4595-928a-99d004118aa6,"{""type"": ""jeans"", ""gender_target"": ""male"", ""style"": ""rapper"", ""color"": ""black"", ""fit"": ""skinny"", ""description"": ""Black skinny stacked jeans.""}"
dfa023ad-f974-453a-aa40-63507c3669f4,"{""type"": ""jeans"", ""gender_target"": ""male"", ""style"": ""rapper"", ""color"": ""blue"", ""details"": [""distressed""], ""description"": ""Distressed blue jeans.""}"
e56f9e80-0b56-4525-94d2-8771e3112b4b,"{""type"": ""pants"", ""gender_target"": ""unisex"", ""style"": ""rapper"", ""color"": ""black"", ""fit"": ""harem"", ""description"": ""Black harem drop-crotch pants.""}"
76b5b471-5d27-4fbe-9b70-9bbf7b0c5874,"{""type"": ""jeans"", ""gender_target"": ""male"", ""style"": ""rapper"", ""color"": ""black"", ""fit"": ""baggy"", ""description"": ""Black baggy carpenter jeans.""}"
0b5c1152-0e21-4e7b-8978-3e293a0b9273,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""rapper"", ""color"": ""camo"", ""pattern"": ""camo"", ""description"": ""Camo cargo pants.""}"
4abed44d-c93b-4702-a310-30eb4287afaf,"{""type"": ""jeans"", ""gender_target"": ""male"", ""style"": ""rapper"", ""color"": ""black"", ""fit"": ""loose"", ""description"": ""Loose black denim.""}"
a92fce97-df20-416c-a3b4-a8ed5a34e7b1,"{""type"": ""jeans"", ""gender_target"": ""male"", ""style"": ""rapper"", ""color"": ""blue"", ""fit"": ""relaxed"", ""description"": ""Relaxed fit blue jeans.""}"
df4eab40-8b7d-4e94-a569-ccccc4e59cc3,"{""type"": ""jeans"", ""gender_target"": ""male"", ""style"": ""rapper"", ""color"": ""grey"", ""fit"": ""baggy"", ""description"": ""Grey baggy jeans.""}"
c16a6073-559c-400e-b3eb-2cea6563ee52,"{""type"": ""pants"", ""gender_target"": ""unisex"", ""style"": ""goth"", ""color"": ""black"", ""details"": [""buckles""], ""description"": ""Black bondag pants with buckles.""}"
90fa9e8a-17c9-449c-bc4e-a81759b66557,"{""type"": ""pants"", ""gender_target"": ""female"", ""style"": ""preppy"", ""color"": ""plaid"", ""pattern"": ""plaid"", ""description"": ""Preppy plaid trousers.""}"
117f071d-90a1-4db2-86d1-d126462c5744,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""khaki"", ""fit"": ""regular"", ""description"": ""Classic khaki pants.""}"
6363235c-1c81-4f72-ad1c-e611564a4fe2,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""black"", ""fit"": ""slim"", ""description"": ""Black chino pants.""}"
def3ee2f-0144-4858-bb97-ae3793cdeb8d,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""navy"", ""fit"": ""regular"", ""description"": ""Navy chinos.""}"
5700cc3c-6148-453f-88b4-251c51c92d8d,"{""type"": ""pants"", ""gender_target"": ""female"", ""style"": ""preppy"", ""color"": ""black"", ""fit"": ""ponte"", ""description"": ""Black ponte pants.""}"
d93b9411-f9e7-4c3c-9599-36ed3f86a9cd,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""beige"", ""fit"": ""regular"", ""description"": ""Beige dress slacks.""}"
a5502d50-b88a-4846-b74d-b81378b6574c,"{""type"": ""pants"", ""gender_target"": ""female"", ""style"": ""preppy"", ""color"": ""pink"", ""fit"": ""regular"", ""description"": ""Pink preppy pants.""}"
28154e2c-fabd-4264-b190-76a74ba21c16,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""green"", ""fit"": ""regular"", ""description"": ""Green chinos.""}"
d5440d61-19d4-45a4-8bbb-bb988a0cb977,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""red"", ""fit"": ""regular"", ""description"": ""Nantucket red pants.""}"
248d9bfb-856f-4619-a769-ad0d196dbaa3,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""blue"", ""fit"": ""regular"", ""description"": ""Light blue chinos.""}"
68a096c8-ffd9-484b-afdc-b862c08a1cd0,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""white"", ""fit"": ""regular"", ""description"": ""White summer pants.""}"
32a4a3ab-dfa6-4df1-9f64-33596bf4a994,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""grey"", ""fit"": ""regular"", ""description"": ""Grey tailored pants.""}"
244eb514-b47f-48b0-a365-95633ce5e195,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""preppy"", ""color"": ""brown"", ""fit"": ""corduroy"", ""description"": ""Brown corduroy pants.""}"
702d0a10-0e7e-4682-bb2b-086fe70b11f4,"{""type"": ""skirt"", ""gender_target"": ""female"", ""style"": ""preppy"", ""color"": ""plaid"", ""pattern"": ""plaid"", ""description"": ""Plaid pleated skirt.""}"
c6ca180b-8469-4885-af1d-e100545223cc,"{""type"": ""jeans"", ""gender_target"": ""female"", ""style"": ""pinterest-girly"", ""color"": ""blue"", ""fit"": ""mom"", ""description"": ""Blue mom jeans.""}"
92476bca-0d70-47fb-a634-8c14606c7a95,"{""type"": ""jeans"", ""gender_target"": ""female"", ""style"": ""pinterest-girly"", ""color"": ""dark blue"", ""fit"": ""straight"", ""description"": ""Dark blue straight leg jeans.""}"
23fc48ae-a406-46c7-b8df-2d0cf43ba1c0,"{""type"": ""pants"", ""gender_target"": ""female"", ""style"": ""pinterest-girly"", ""color"": ""beige"", ""fit"": ""wide"", ""description"": ""Beige wide leg trousers.""}"
fbac9381-7072-48dc-a7f4-34f2660173d2,"{""type"": ""pants"", ""gender_target"": ""female"", ""style"": ""pinterest-girly"", ""color"": ""white"", ""fit"": ""linen"", ""description"": ""White linen pants.""}"
adbbcb30-cf03-4f4b-b42d-ae2e148cdde8,"{""type"": ""jeans"", ""gender_target"": ""female"", ""style"": ""pinterest-girly"", ""color"": ""black"", ""fit"": ""straight"", ""description"": ""Black straight leg jeans.""}"
64769a9d-0e78-4bdd-9b47-a4068bf2f572,"{""type"": ""jeans"", ""gender_target"": ""female"", ""style"": ""pinterest-girly"", ""color"": ""light blue"", ""fit"": ""baggy"", ""description"": ""Light wash baggy jeans.""}"
8e95a845-279e-4da0-880a-3d037fb371c7,"{""type"": ""pants"", ""gender_target"": ""female"", ""style"": ""pinterest-girly"", ""color"": ""brown"", ""fit"": ""corduroy"", ""description"": ""Brown corduroy trousers.""}"
d97ef602-b740-4abd-b8f6-983609ae6ada,"{""type"": ""pants"", ""gender_target"": ""female"", ""style"": ""pinterest-girly"", ""color"": ""green"", ""fit"": ""cargo"", ""description"": ""Green cargo pants.""}"
ba88c7f8-f9ac-4519-9819-83e408f43315,"{""type"": ""jeans"", ""gender_target"": ""female"", ""style"": ""pinterest-girly"", ""color"": ""blue"", ""fit"": ""baggy"", ""description"": ""Baggy Relik jeans.""}"
7579859c-f951-42dc-b7e4-d690877a0e83,"{""type"": ""jeans"", ""gender_target"": ""female"", ""style"": ""pinterest-girly"", ""color"": ""blue"", ""fit"": ""flare"", ""description"": ""Blue flare jeans.""}"
47378632-06ff-4993-8efb-6eeb39423cd4,"{""type"": ""pants"", ""gender_target"": ""unisex"", ""style"": ""goth"", ""color"": ""black"", ""details"": [""zips""], ""description"": ""Black zipper pants.""}"
5823e1e1-739d-475c-8b69-051dae35fdf0,"{""type"": ""pants"", ""gender_target"": ""unisex"", ""style"": ""goth"", ""color"": ""black"", ""pattern"": ""plaid"", ""description"": ""Black and red plaid punk pants.""}"
e76d4929-7ceb-4c47-b8eb-9efe68c61914,"{""type"": ""pants"", ""gender_target"": ""female"", ""style"": ""goth"", ""color"": ""black"", ""fit"": ""lace-up"", ""description"": ""Lace-up gothic pants.""}"
b6310a58-209d-4250-9548-d356cdab4a32,"{""type"": ""pants"", ""gender_target"": ""unisex"", ""style"": ""goth"", ""color"": ""black"", ""fit"": ""cargo"", ""description"": ""Goth cargo pants.""}"
c7600484-65c3-49aa-9d0d-f0496ee72f73,"{""type"": ""skirt"", ""gender_target"": ""female"", ""style"": ""goth"", ""color"": ""black"", ""details"": [""pleated""], ""description"": ""Black pleated goth skirt.""}"
8a930e7b-2431-462e-af52-7fcad66b3237,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""goth"", ""color"": ""black"", ""details"": [""straps""], ""description"": ""Mens punk goth strap pants.""}"
9520f536-485f-4a68-b868-fc5308c8ccbf,"{""type"": ""jeans"", ""gender_target"": ""male"", ""style"": ""goth"", ""color"": ""black"", ""fit"": ""skinny"", ""description"": ""Black skinny goth jeans.""}"
7bda7006-a105-4f6f-a598-d5cb3589e995,"{""type"": ""pants"", ""gender_target"": ""unisex"", ""style"": ""goth"", ""color"": ""black"", ""fit"": ""wide"", ""description"": ""Wide leg goth trousers.""}"
4b89e8e1-83c7-4441-9f49-0a1d617d0f8f,"{""type"": ""pants"", ""gender_target"": ""unisex"", ""style"": ""goth"", ""color"": ""black"", ""fit"": ""super-baggy"", ""description"": ""Super baggy goth pants.""}"
6385482d-e535-4917-964c-1b1e0f4ffa3e,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""black"", ""fit"": ""slim"", ""description"": ""Slim black dress trousers.""}"
72feef4e-84c5-4b11-88a5-3402e42bf7a0,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""navy"", ""fit"": ""regular"", ""description"": ""Navy formal trousers.""}"
24832ec4-f6b5-4530-83a4-43df1eca6d06,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""grey"", ""fit"": ""regular"", ""description"": ""Grey dress pants.""}"
e8548b72-5ccd-4877-b4a8-2b044ac11fbf,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""charcoal"", ""fit"": ""slim"", ""description"": ""Charcoal slim fit trousers.""}"
44fb0347-7c1d-4e78-8b21-3341d566ca12,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""black"", ""pattern"": ""pinstripe"", ""description"": ""Black pinstripe trousers.""}"
97666b1e-3206-4f58-bc08-44809ab96002,"{""type"": ""pants"", ""gender_target"": ""female"", ""style"": ""business-formal"", ""color"": ""black"", ""fit"": ""straight"", ""description"": ""Womens black straight leg dress pants.""}"
1ec856f4-0c5d-4c6f-a540-a4a1a938d125,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""blue"", ""fit"": ""wide"", ""description"": ""Wide leg dress pants.""}"
4e20752a-233b-4b31-b068-5d484cfff03c,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""tan"", ""fit"": ""regular"", ""description"": ""Tan formal trousers.""}"
ab4a8ffe-95d5-4b1f-aae5-854eec6bb5ad,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""grey"", ""pattern"": ""check"", ""description"": ""Grey check suit pants.""}"
3db1379e-4c8c-4a9c-904b-aee3a5e3fa4e,"{""type"": ""pants"", ""gender_target"": ""male"", ""style"": ""business-formal"", ""color"": ""brown"", ""fit"": ""regular"", ""description"": ""Brown formal slacks.""}"
e2fe422d-3a67-46f7-828e-e695ed9a03ec,"{""type"": ""jeans"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""blue"", ""fit"": ""baggy"", ""description"": ""Baggy blue jeans.""}"
436e43a1-1644-40bf-91c4-b589006d5bc5,"{""type"": ""jeans"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""dark blue"", ""fit"": ""loose"", ""description"": ""Dark wash loose jeans.""}"
c993011b-f4a6-4b9e-800d-8aa816cdd172,"{""type"": ""pants"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""black"", ""fit"": ""oversized"", ""description"": ""Oversized black trousers.""}"
ea4b54f0-de16-4f13-8d39-e1780aadb177,"{""type"": ""pants"", ""gender_target"": ""female"", ""style"": ""baggy"", ""color"": ""beige"", ""fit"": ""wide"", ""description"": ""Beige wide leg pants.""}"
5bc51b2f-a169-49ef-b95a-305bff3bff5a,"{""type"": ""jeans"", ""gender_target"": ""male"", ""style"": ""baggy"", ""color"": ""blue"", ""fit"": ""relaxed"", ""description"": ""Relaxed denim jeans.""}"
877a8642-1917-40ec-af89-268d923f84da,"{""type"": ""jeans"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""light blue"", ""fit"": ""baggy"", ""description"": ""Light blue baggy jeans.""}"
e17f15e9-0229-4cbc-9e8a-6dd1b49b07d1,"{""type"": ""pants"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""black"", ""fit"": ""cargo"", ""description"": ""Black baggy cargo pants.""}"
dcf1cc98-5b64-4ecb-b647-f6716d6d764a,"{""type"": ""jeans"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""black"", ""fit"": ""baggy"", ""description"": ""Black baggy denim.""}"
aa97c5c0-01d6-444c-9341-0190d9d89787,"{""type"": ""pants"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""brown"", ""fit"": ""baggy"", ""description"": ""Brown baggy pants.""}"
06587a98-db6b-4908-bc64-dc2a947d024c,"{""type"": ""jeans"", ""gender_target"": ""male"", ""style"": ""baggy"", ""color"": ""dark blue"", ""fit"": ""loose"", ""description"": ""Dark blue loose fit jeans.""}"
290919ae-af35-4589-a2c3-1aea0a8a84c0,"{""type"": ""jeans"", ""gender_target"": ""male"", ""style"": ""baggy"", ""color"": ""blue"", ""fit"": ""baggy"", ""description"": ""Blue baggy jeans.""}"
8aa4d6d0-51b2-4eb5-b4f6-5d6650d9e3cb,"{""type"": ""pants"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""grey"", ""fit"": ""baggy"", ""description"": ""Grey baggy trousers.""}"
e096d8f2-3c7b-469e-a632-b0210db78792,"{""type"": ""pants"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""green"", ""fit"": ""wide"", ""description"": ""Green wide leg pants.""}"
372f9d6c-2fb7-4820-ab72-ffb024ee1af2,"{""type"": ""jeans"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""light blue"", ""fit"": ""baggy"", ""description"": ""Light wash baggy jeans.""}"
f08cfad5-f65a-4d9d-b69a-7ce71f472878,"{""type"": ""jeans"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""blue"", ""fit"": ""oversized"", ""description"": ""Oversized denim jeans.""}"
31091464-0b78-4672-811a-db6d07123a4f,"{""type"": ""pants"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""black"", ""fit"": ""jogger"", ""description"": ""Black baggy joggers.""}"
ff434a0a-33ff-4bdb-a86c-53af8e38ed60,"{""type"": ""jeans"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""blue"", ""fit"": ""baggy"", ""description"": ""Blue baggy jeans back view.""}"
ebb29e12-848a-4909-ad50-332289790ab2,"{""type"": ""jeans"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""black"", ""fit"": ""baggy"", ""description"": ""Black baggy jeans back view.""}"
5970b473-cebf-4481-a01d-1289303c97e5,"{""type"": ""jeans"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""blue"", ""fit"": ""baggy"", ""description"": ""Blue baggy jeans.""}"
e342c798-1980-457f-b61e-cfd2856d7665,"{""type"": ""jeans"", ""gender_target"": ""unisex"", ""style"": ""baggy"", ""color"": ""grey"", ""fit"": ""baggy"", ""description"": ""Grey baggy jeans.""}"
